index,Quarter,AdmissionType,SpecialtyName,Episodes,LengthOfEpisode,Stays,LengthOfStay,HBName,LocationName
11722,2016Q4,Emergency Inpatients,Geriatric Medicine,10,100,951,29233,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11723,2017Q1,Emergency Inpatients,Geriatric Medicine,14,70,1057,29147,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11724,2017Q2,Emergency Inpatients,Geriatric Medicine,15,55,1064,27598,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11725,2017Q3,Emergency Inpatients,Geriatric Medicine,73,365,1043,23990,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11726,2017Q4,Emergency Inpatients,Geriatric Medicine,100,455,999,20689,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11727,2018Q1,Emergency Inpatients,Geriatric Medicine,45,150,1020,20795,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11728,2018Q2,Emergency Inpatients,Geriatric Medicine,34,128,902,21353,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11729,2018Q3,Emergency Inpatients,Geriatric Medicine,55,160,881,18745,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11730,2018Q4,Emergency Inpatients,Geriatric Medicine,60,345,955,21585,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11731,2019Q1,Emergency Inpatients,Geriatric Medicine,31,271,935,21765,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11732,2019Q2,Emergency Inpatients,Geriatric Medicine,20,380,954,20752,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11733,2019Q3,Emergency Inpatients,Geriatric Medicine,5,56,974,20479,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11734,2014Q4,Emergency Inpatients,Renal Medicine,95,335,126,971,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11735,2015Q1,Emergency Inpatients,Renal Medicine,90,240,120,1005,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11736,2015Q2,Emergency Inpatients,Renal Medicine,94,365,108,899,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11737,2015Q3,Emergency Inpatients,Renal Medicine,100,335,118,1177,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11738,2015Q4,Emergency Inpatients,Renal Medicine,113,334,147,1143,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11739,2016Q1,Emergency Inpatients,Renal Medicine,96,302,121,1174,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11740,2016Q2,Emergency Inpatients,Renal Medicine,86,287,121,991,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11741,2016Q3,Emergency Inpatients,Renal Medicine,98,244,139,928,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11742,2016Q4,Emergency Inpatients,Renal Medicine,95,295,136,1083,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11743,2017Q1,Emergency Inpatients,Renal Medicine,107,286,143,1132,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11744,2017Q2,Emergency Inpatients,Renal Medicine,110,380,146,1431,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11745,2017Q3,Emergency Inpatients,Renal Medicine,110,288,141,1077,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11746,2017Q4,Emergency Inpatients,Renal Medicine,130,315,146,785,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11747,2018Q1,Emergency Inpatients,Renal Medicine,110,264,136,1173,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11748,2018Q2,Emergency Inpatients,Renal Medicine,105,280,128,1115,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11749,2018Q3,Emergency Inpatients,Renal Medicine,132,325,165,1575,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11750,2018Q4,Emergency Inpatients,Renal Medicine,123,284,163,1366,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11751,2019Q1,Emergency Inpatients,Renal Medicine,89,250,125,978,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11752,2019Q2,Emergency Inpatients,Renal Medicine,111,242,145,1091,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11753,2019Q3,Emergency Inpatients,Renal Medicine,138,262,167,1101,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11754,2015Q4,Emergency Inpatients,Neurology,0,0,15,349,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11755,2014Q4,Emergency Inpatients,Respiratory Medicine,76,754,588,4392,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11756,2015Q1,Emergency Inpatients,Respiratory Medicine,66,395,637,4342,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11757,2015Q2,Emergency Inpatients,Respiratory Medicine,81,440,611,3690,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11758,2015Q3,Emergency Inpatients,Respiratory Medicine,91,480,558,3585,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11759,2015Q4,Emergency Inpatients,Respiratory Medicine,59,485,584,4029,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11760,2016Q1,Emergency Inpatients,Respiratory Medicine,60,475,640,4210,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11761,2016Q2,Emergency Inpatients,Respiratory Medicine,74,530,550,3783,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11762,2016Q3,Emergency Inpatients,Respiratory Medicine,77,445,562,4004,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11763,2016Q4,Emergency Inpatients,Respiratory Medicine,90,490,650,3919,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11764,2017Q1,Emergency Inpatients,Respiratory Medicine,83,717,700,4033,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11765,2017Q2,Emergency Inpatients,Respiratory Medicine,63,679,643,3904,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11766,2017Q3,Emergency Inpatients,Respiratory Medicine,79,566,616,3670,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11767,2017Q4,Emergency Inpatients,Respiratory Medicine,102,530,753,3959,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11768,2018Q1,Emergency Inpatients,Respiratory Medicine,91,547,795,4270,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11769,2018Q2,Emergency Inpatients,Respiratory Medicine,108,797,655,3839,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11770,2018Q3,Emergency Inpatients,Respiratory Medicine,107,718,599,3487,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11771,2018Q4,Emergency Inpatients,Respiratory Medicine,91,565,716,4213,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11772,2019Q1,Emergency Inpatients,Respiratory Medicine,98,520,768,4498,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11773,2019Q2,Emergency Inpatients,Respiratory Medicine,79,535,653,3843,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11774,2019Q3,Emergency Inpatients,Respiratory Medicine,79,510,557,3534,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11775,2014Q4,Emergency Inpatients,General Surgery,1864,5664,1908,8206,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11776,2015Q1,Emergency Inpatients,General Surgery,1699,5689,1737,8083,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11777,2015Q2,Emergency Inpatients,General Surgery,1858,5435,1908,7882,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11778,2015Q3,Emergency Inpatients,General Surgery,1952,5426,2014,7506,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11779,2015Q4,Emergency Inpatients,General Surgery,1877,5400,1895,7816,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11780,2016Q1,Emergency Inpatients,General Surgery,1864,5727,1919,7946,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11781,2016Q2,Emergency Inpatients,General Surgery,1749,5122,1793,7172,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11782,2016Q3,Emergency Inpatients,General Surgery,1869,5351,1919,8119,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11783,2016Q4,Emergency Inpatients,General Surgery,1915,5507,1956,8308,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11784,2017Q1,Emergency Inpatients,General Surgery,1781,5037,1814,7231,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11785,2017Q2,Emergency Inpatients,General Surgery,1852,5092,1915,8068,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11786,2017Q3,Emergency Inpatients,General Surgery,1914,4966,1958,7466,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11787,2017Q4,Emergency Inpatients,General Surgery,1906,5289,1952,7347,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11788,2018Q1,Emergency Inpatients,General Surgery,1684,4590,1744,7173,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11789,2018Q2,Emergency Inpatients,General Surgery,1837,5594,1881,7662,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11790,2018Q3,Emergency Inpatients,General Surgery,1955,6171,2001,8450,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11791,2018Q4,Emergency Inpatients,General Surgery,1992,5429,2061,7580,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11792,2019Q1,Emergency Inpatients,General Surgery,1964,5263,2025,7528,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11793,2019Q2,Emergency Inpatients,General Surgery,1964,4745,2042,7092,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11794,2019Q3,Emergency Inpatients,General Surgery,1907,5520,2036,8031,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11795,2014Q4,Emergency Inpatients,Anaesthetics,255,505,417,1293,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11796,2015Q1,Emergency Inpatients,Anaesthetics,235,562,403,1516,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11797,2015Q2,Emergency Inpatients,Anaesthetics,230,545,400,1533,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11798,2015Q3,Emergency Inpatients,Anaesthetics,200,445,376,1416,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11799,2015Q4,Emergency Inpatients,Anaesthetics,215,544,386,1702,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11800,2016Q1,Emergency Inpatients,Anaesthetics,193,694,369,1802,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11801,2016Q2,Emergency Inpatients,Anaesthetics,220,710,404,1741,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11802,2016Q3,Emergency Inpatients,Anaesthetics,210,570,380,1561,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11803,2016Q4,Emergency Inpatients,Anaesthetics,230,552,418,1671,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11804,2017Q1,Emergency Inpatients,Anaesthetics,220,549,400,1502,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11805,2017Q2,Emergency Inpatients,Anaesthetics,217,595,404,1609,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11806,2017Q3,Emergency Inpatients,Anaesthetics,227,518,392,1491,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11807,2017Q4,Emergency Inpatients,Anaesthetics,242,592,421,1800,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11808,2018Q1,Emergency Inpatients,Anaesthetics,265,680,425,1654,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11809,2018Q2,Emergency Inpatients,Anaesthetics,225,595,384,1464,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11810,2018Q3,Emergency Inpatients,Anaesthetics,210,873,404,1816,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11811,2018Q4,Emergency Inpatients,Anaesthetics,254,668,424,1235,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11812,2019Q1,Emergency Inpatients,Anaesthetics,250,690,426,1833,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11813,2019Q2,Emergency Inpatients,Anaesthetics,224,615,389,1590,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11814,2019Q3,Emergency Inpatients,Anaesthetics,240,550,409,1416,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11815,2014Q4,Emergency Inpatients,Cardiothoracic Surgery,75,245,95,740,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11816,2015Q1,Emergency Inpatients,Cardiothoracic Surgery,70,195,75,655,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11817,2015Q2,Emergency Inpatients,Cardiothoracic Surgery,83,231,90,692,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11818,2015Q3,Emergency Inpatients,Cardiothoracic Surgery,75,305,89,778,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11819,2015Q4,Emergency Inpatients,Cardiothoracic Surgery,80,320,80,522,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11820,2016Q1,Emergency Inpatients,Cardiothoracic Surgery,65,235,65,692,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11821,2016Q2,Emergency Inpatients,Cardiothoracic Surgery,85,330,91,855,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11822,2016Q3,Emergency Inpatients,Cardiothoracic Surgery,85,305,98,835,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11823,2016Q4,Emergency Inpatients,Cardiothoracic Surgery,100,320,93,747,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11824,2017Q1,Emergency Inpatients,Cardiothoracic Surgery,105,345,119,1172,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11825,2017Q2,Emergency Inpatients,Cardiothoracic Surgery,105,295,98,908,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11826,2017Q3,Emergency Inpatients,Cardiothoracic Surgery,104,383,100,888,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11827,2017Q4,Emergency Inpatients,Cardiothoracic Surgery,100,320,90,700,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11828,2018Q1,Emergency Inpatients,Cardiothoracic Surgery,85,345,91,728,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11829,2018Q2,Emergency Inpatients,Cardiothoracic Surgery,105,415,105,1079,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11830,2018Q3,Emergency Inpatients,Cardiothoracic Surgery,105,340,113,1027,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11831,2018Q4,Emergency Inpatients,Cardiothoracic Surgery,120,385,125,980,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11832,2019Q1,Emergency Inpatients,Cardiothoracic Surgery,115,466,125,1041,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11833,2019Q2,Emergency Inpatients,Cardiothoracic Surgery,110,370,120,1020,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11834,2019Q3,Emergency Inpatients,Cardiothoracic Surgery,85,270,90,659,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11835,2015Q2,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,5,57,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11836,2019Q3,Emergency Inpatients,"Ear, Nose & Throat (ENT)",0,0,26,55,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11837,2016Q2,Emergency Inpatients,Neurosurgery,0,0,15,203,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11838,2014Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,848,6523,883,8120,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11839,2015Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,733,5718,782,7875,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11840,2015Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,728,6433,785,8348,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11841,2015Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,767,5645,824,7451,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11842,2015Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,757,6082,791,7587,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11843,2016Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,715,6215,761,8367,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11844,2016Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,730,6450,762,7887,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11845,2016Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,738,5717,784,7425,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11846,2016Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,669,5730,726,7644,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11847,2017Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,686,6240,729,7767,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11848,2017Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,683,5616,720,7590,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11849,2017Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,684,5594,728,7548,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11850,2017Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,732,6584,793,9338,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11851,2018Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,716,6342,763,8219,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11852,2018Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,722,6107,770,8114,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11853,2018Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,738,6616,786,8505,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11854,2018Q4,Emergency Inpatients,Trauma and Orthopaedic Surgery,736,5962,777,8110,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11855,2019Q1,Emergency Inpatients,Trauma and Orthopaedic Surgery,662,4825,702,7447,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11856,2019Q2,Emergency Inpatients,Trauma and Orthopaedic Surgery,704,5298,775,9088,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11857,2019Q3,Emergency Inpatients,Trauma and Orthopaedic Surgery,743,4115,782,7750,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11858,2016Q3,Emergency Inpatients,Urology,0,0,25,130,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11859,2017Q3,Emergency Inpatients,Urology,0,0,40,255,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11860,2018Q2,Emergency Inpatients,Urology,0,0,20,115,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11861,2018Q3,Emergency Inpatients,Urology,0,0,15,85,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11862,2019Q1,Emergency Inpatients,Urology,0,0,20,300,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11863,2019Q3,Emergency Inpatients,Clinical Radiology,0,0,0,0,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11864,2014Q4,Emergency Inpatients,Haematology,14,116,29,203,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11865,2015Q1,Emergency Inpatients,Haematology,15,70,30,227,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11866,2015Q2,Emergency Inpatients,Haematology,15,140,20,251,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11867,2015Q3,Emergency Inpatients,Haematology,10,124,20,309,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11868,2015Q4,Emergency Inpatients,Haematology,17,56,19,123,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11869,2016Q1,Emergency Inpatients,Haematology,10,65,15,199,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11870,2016Q2,Emergency Inpatients,Haematology,10,40,20,140,NHS Lothian,Royal Infirmary of Edinburgh at Little France
11871,2016Q3,Emergency Inpatients,Haematology,5,8,10,65,NHS Lothian,Royal Infirmary of Edinburgh at Little France
